"Order","YourName","Organization","SiteID","WaterbodyName","State","SiteLocation","SampleYear","SampleMonth","SampleDay","NameOfSamplers","WeatherConditions","SampleLocation","SampleMethod","Depth","Latitude","Longitude","SampleHour","SampleMinutes","Filtered","Frozen","Parameter","Value","Units","Rep","Fluorometer","AnalysisYear","AnalysisMonth","AnalysisDay","AnalysisHour","AnalysisMinutes","GPSType","Photos","Flag","Comments"
57,"Sonya Carlson","NH_T","Gardner Lake SS#1",15,"NH","",2014,8,11,NA,"Clear, calm, warm","SS1","Integrated",1,44.1638,-72.0106,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
58,"Sonya Carlson","NH_T","Gardner Lake SS#2",15,"NH","",2014,8,11,NA,"Clear, calm, warm","SS2","Integrated",1,44.16327,-72.007627,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
59,"Sonya Carlson","NH_T","GARBATD",15,"NH","GARDNER LAKE-DEEP SPOT",2014,8,11,NA,"Clear, calm, warm","WL1","Integrated",3,44.1634,-72.009,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
60,"Sonya Carlson","NH_T","SUNLNWLD",16,"NH","LITTLE SUNAPEE LAKE-DEEP SPOT",2014,8,12,NA,"Clear, breezy, warm","WL1","Integrated",3,43.433083,-72.0118,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
61,"Sonya Carlson","NH_T","Little Sunapee SS#1",16,"NH","",2014,8,12,NA,"Clear, breezy, warm","SS1","Integrated",1,43.435067,-72.019467,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
62,"Sonya Carlson","NH_T","Little Sunapee WL#2",16,"NH","",2014,8,12,NA,"Clear, breezy, warm","WL2","Integrated",3,43.435,-72.014417,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
63,"Sonya Carlson","NH_T","Little Sunapee WL#3",16,"NH","",2014,8,12,NA,"Clear, breezy, warm","WL3","Integrated",3,43.4319,-72.022417,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
64,"Sonya Carlson","NH_T","SILHARD",17,"NH","SILVER LAKE- DEEP SPOT",2014,8,14,NA,"Cloudy, breezy, cool","WL1","Integrated",3,42.961194,-72.14,NA,NA,"TRUE","TRUE","Chlorophyll",0.11,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
65,"Sonya Carlson","NH_T","SILHARO",17,"NH","SILVER LAKE-OUTLET IN STREAM",2014,8,14,NA,"Cloudy, breezy, cool","SS2","Integrated",1,42.949389,-72.1328,NA,NA,"TRUE","TRUE","Chlorophyll",0.28,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
66,"Sonya Carlson","NH_T","SILHARSB1",17,"NH","SILVER LAKE-SANDY BCH INLET 1",2014,8,14,NA,"Cloudy, breezy, cool","SS1","Integrated",1,42.972111,-72.138703,NA,NA,"TRUE","TRUE","Chlorophyll",0.14,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
67,"Sonya Carlson","NH_T","Silver Lake WL#2",17,"NH","Silver Lake WL#2",2014,8,14,NA,"Cloudy, breezy, cool","WL2","Integrated",3,42.971089,-72.139535,NA,NA,"TRUE","TRUE","Chlorophyll",0.14,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
68,"Sonya Carlson","NH_T","Silver Lake WL#3",17,"NH","Silver Lake WL#3",2014,8,14,NA,"Cloudy, breezy, cool","WL3","Integrated",3,42.951554,-72.13563,NA,NA,"TRUE","TRUE","Chlorophyll",0.11,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
69,"Sonya Carlson","NH_T","ARMPIED",18,"NH","ARMINGTON LAKE-DEEP SPOT",2014,8,14,NA,"","WL1","Integrated",3,43.958389,-71.9692,NA,NA,"TRUE","TRUE","Chlorophyll",0.02,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
70,"Sonya Carlson","NH_T","TARPIED",19,"NH","TARLETON LAKE-DEEP SPOT",2014,8,14,NA,"Cloudy, calm, cool","WL1","Integrated",7,43.977,-71.963278,NA,NA,"TRUE","TRUE","Chlorophyll",0.08,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
71,"Sonya Carlson","NH_T","CANCAND",20,"NH","CANAAN STREET LAKE-DEEP SPOT",2014,8,14,NA,"Cloudy, windy, cool","WL1","Integrated",3,43.664194,-72.0339,NA,NA,"TRUE","TRUE","Chlorophyll",0.05,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
72,"Sonya Carlson","NH_T","Canaan St. Lake WL#2",20,"NH","Canaan St. Lake WL#2",2014,8,14,NA,"Cloudy, windy, cool","WL2","Integrated",3,43.667996,-72.035809,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
73,"Sonya Carlson","NH_T","Eastman Pond WL#1",21,"NH","",2014,8,18,NA,"Cloudy, breezy, cool","WL1","Integrated",3,43.518283,-72.1151,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
74,"Sonya Carlson","NH_T","Eastman Pond WL#2",21,"NH","",2014,8,18,NA,"Cloudy, breezy, cool","WL2","Integrated",3,43.5318,-72.11845,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
75,"Sonya Carlson","NH_T","EASGTM8",21,"NH","EASTMAN POND-NORTH COVE BEACH",2014,8,18,NA,"Cloudy, breezy, cool","SS1","Integrated",1,43.5354,-72.1125,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
76,"Sonya Carlson","NH_T","EASGTMWCB",21,"NH","EASTMAN POND-WEST COVE B BEACH",2014,8,18,NA,"Cloudy, breezy, cool","SS2","Integrated",1,43.526308,-72.12274,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
77,"Sonya Carlson","NH_T","AYEBARD",22,"NH","AYERS POND-DEEP SPOT",2014,8,18,NA,"Clear, breezy, cool","WL1","Integrated",3,43.256,-71.0433,NA,NA,"TRUE","TRUE","Chlorophyll",0.28,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
78,"Sonya Carlson","NH_T","BCHFIRBRRLF",22,"NH","CAMP FIRESIDE-LEFT",2014,8,18,NA,"Clear, breezy, cool","SS1","Integrated",1,43.261517,-71.033837,NA,NA,"TRUE","TRUE","Chlorophyll",0.25,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
79,"Sonya Carlson","NH_T","Ayers Lake WL#2",22,"NH","Ayers Lake WL#2",2014,8,18,NA,"Clear, breezy, cool","WL2","Integrated",3,43.253455,-71.048412,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
80,"Sonya Carlson","NH_T","Ayers Lake WL#3",22,"NH","Ayers Lake WL#3",2014,8,18,NA,"Clear, breezy, cool","WL3","Integrated",3,43.258643,-71.038456,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
81,"Sonya Carlson","NH_T","Ayers Lake SS#2",22,"NH","",2014,8,18,NA,"Clear, breezy, cool","SS2","Integrated",1,43.252955,-71.040945,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
82,"Sonya Carlson","NH_T","ISLDERD",23,"NH","BIG ISLAND POND-DEEP SPOT",2014,8,18,NA,"","WL1","Integrated",3,42.866,-71.211389,NA,NA,"TRUE","TRUE","Chlorophyll",0.01,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
83,"Sonya Carlson","NH_T","ISLDERPC",23,"NH","BIG ISLAND POND-PERCH (CAMP) COVE",2014,8,18,NA,"","WL2","Integrated",3,42.880583,-71.197175,NA,NA,"TRUE","TRUE","Chlorophyll",0.04,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
84,"Sonya Carlson","NH_T","ISLDERJC",23,"NH","BIG ISLAND POND-JOHNSON COVE",2014,8,18,NA,"","WL3","Integrated",3,42.859475,-71.203786,NA,NA,"TRUE","TRUE","Chlorophyll",0.08,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
85,"Sonya Carlson","NH_T","Lees Pond WL#1",24,"NH","Lees Pond WL#1",2014,8,18,NA,"Clear, breezy, cool","WL1","Integrated",3,43.7380667,-71.3964667,NA,NA,"TRUE","TRUE","Chlorophyll",0.79,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
86,"Sonya Carlson","NH_T","Lees Pond WL#2",24,"NH","Lees Pond WL#2",2014,8,18,NA,"Clear, breezy, cool","WL2","Integrated",3,43.7386667,-71.3956667,NA,NA,"TRUE","TRUE","Chlorophyll",0.61,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
87,"Sonya Carlson","NH_T","Lees Pond WL#3",24,"NH","Lees Pond WL#3",2014,8,18,NA,"Clear, breezy, cool","WL3","Integrated",3,43.73895,-71.39975,NA,NA,"TRUE","TRUE","Chlorophyll",0.67,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
88,"Sonya Carlson","NH_T","Lees Pond SS#1",24,"NH","Lees Pond SS#1",2014,8,18,NA,"Clear, breezy, cool","SS1","Integrated",1,43.7366833,-71.40105,NA,NA,"TRUE","TRUE","Chlorophyll",0.7,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
89,"Sonya Carlson","NH_T","Lees Pond SS#2",24,"NH","Lees Pond SS#2",2014,8,18,NA,"Clear, breezy, cool","SS2","Integrated",1,43.7371333,-71.3943667,NA,NA,"TRUE","TRUE","Chlorophyll",0.56,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
90,"Sonya Carlson","NH_T","Mascoma Lake- Dalton",25,"NH","Mascoma Lake- Dalton",2014,8,19,NA,"Clear, calm, cool","WL3","Integrated",3,43.608667,-72.123167,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
91,"Sonya Carlson","NH_T","Mascoma Lake- Dam End",25,"NH","Mascoma Lake- Dam End",2014,8,19,NA,"Clear, calm, cool","WL2","Integrated",3,43.648167,-72.178533,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
92,"Sonya Carlson","NH_T","Mascoma Lake- Dartmouth Sail Club",25,"NH","Mascoma Lake- Dartmouth Sail Club",2014,8,19,NA,"Clear, calm, cool","SS2","Integrated",1,43.639417,-72.134333,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
93,"Sonya Carlson","NH_T","Mascoma Lake- Shakoma",25,"NH","Mascoma Lake- Shakoma",2014,8,19,NA,"Clear, calm, cool","SS1","Integrated",1,43.631433,-72.157883,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
94,"Sonya Carlson","NH_T","MASENF1D",25,"NH","MASCOMA LAKE-STATION 1 DEEP SPOT",2014,8,19,NA,"Clear, calm, cool","WL1","Integrated",3,43.627889,-72.1503,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
95,"Sonya Carlson","NH_T","THOJAFD",26,"NH","THORNDIKE POND-DEEP SPOT",2014,8,20,NA,"Cloudy, calm, hot","WL2","Integrated",3,42.859778,-72.0553,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
96,"Sonya Carlson","NH_T","THOJAFNW",26,"NH","THORNDIKE POND-NORTH WEST INLET",2014,8,20,NA,"Cloudy, calm, hot","SS2","Integrated",1,42.865583,-72.0573,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
97,"Sonya Carlson","NH_T","THOJAFSW",26,"NH","THORNDIKE POND-SOUTH WEST INLET",2014,8,20,NA,"Cloudy, calm, hot","SS1","Integrated",1,42.8504,-72.0597,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
98,"Sonya Carlson","NH_T","Thorndike Pond WL#1",26,"NH","Thorndike Pond WL#1",2014,8,20,NA,"Cloudy, calm, hot","WL1","Integrated",3,42.86461,-72.055078,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
99,"Sonya Carlson","NH_T","Thorndike Pond WL#3",26,"NH","Thorndike Pond WL#3",2014,8,20,NA,"Cloudy, calm, hot","WL3","Integrated",3,42.850453,-72.056494,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
100,"Sonya Carlson","NH_T","WICMERD",27,"NH","WICWAS LAKE-DEEP SPOT",2014,8,24,NA,"Clear, calm, hot","WL1","Integrated",3,43.620083,-71.5519,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
101,"Sonya Carlson","NH_T","WICMEREC",27,"NH","WICWAS LAKE-EAST COVE",2014,8,24,NA,"Clear, calm, hot","WL2","Integrated",3,43.609694,-71.5485,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
102,"Sonya Carlson","NH_T","WICMERLR",27,"NH","WICWAS LAKE-LAUNCH RAMP",2014,8,24,NA,"Clear, calm, hot","SS1","Integrated",1,43.604747,-71.551283,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
103,"Sonya Carlson","NH_T","WICMER2",27,"NH","WICWAS LAKE-WEST COVE",2014,8,24,NA,"Clear, calm, hot","WL3","Integrated",3,43.609778,-71.5525,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
104,"Sonya Carlson","NH_T","WICMERD",27,"NH","WICWAS LAKE-DEEP SPOT",2014,9,28,NA,"Cloudy, calm, cool","WL1","Integrated",3,43.620083,-71.5519,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
105,"Sonya Carlson","NH_T","WICMEREC",27,"NH","WICWAS LAKE-EAST COVE",2014,9,28,NA,"Cloudy, calm, cool","WL2","Integrated",3,43.609694,-71.5485,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
106,"Sonya Carlson","NH_T","WICMERLR",27,"NH","WICWAS LAKE-LAUNCH RAMP",2014,9,28,NA,"Cloudy, calm, cool","SS1","Integrated",1,43.604747,-71.551283,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
107,"Sonya Carlson","NH_T","WICMER2",27,"NH","WICWAS LAKE-WEST COVE",2014,9,28,NA,"Cloudy, calm, cool","WL3","Integrated",3,43.609778,-71.5525,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
108,"Sonya Carlson","NH_T","Wicwas Lake SS#2",27,"NH","",2014,9,28,NA,"Cloudy, calm, cool","SS2","Integrated",0.5,NA,NA,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
109,"Sonya Carlson","NH_T","SKAHARD",28,"NH","LAKE SKATUTAKEE-DEEP SPOT",2014,8,24,NA,"Clear, breezy, warm","WL1","Integrated",3,42.936528,-72.070194,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
110,"Sonya Carlson","NH_T","SKAHARSP",28,"NH","LAKE SKATUTAKEE-SPRING",2014,8,24,NA,"Clear, breezy, warm","SS1","Integrated",1,42.934898,-72.076798,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
111,"Sonya Carlson","NH_T","DUBDUBDLC",29,"NH","DUBLIN POND-DUBLIN LAKE CLUB",2014,8,25,NA,"","Other","Grab",0,42.904269,-72.072383,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
112,"Sonya Carlson","NH_T","Sand Pond SS#1",30,"NH","",2014,8,26,NA,"Clear, breezy, cool","SS1","Integrated",1,NA,NA,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
113,"Sonya Carlson","NH_T","Sand Pond SS#2",30,"NH","",2014,8,26,NA,"Clear, breezy, cool","SS2","Integrated",1,NA,NA,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
114,"Sonya Carlson","NH_T","Sand Pond WL#2",30,"NH","",2014,8,26,NA,"Clear, breezy, cool","WL2","Integrated",3,NA,NA,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
115,"Sonya Carlson","NH_T","SANMLWD",30,"NH","",2014,8,26,NA,"Clear, breezy, cool","WL1","Integrated",3,NA,NA,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
116,"Sonya Carlson","NH_T","CLEHOPD",31,"NH","CLEMENT POND-DEEP SPOT",2014,8,26,NA,"","WL1","Integrated",3,43.2165,-71.766389,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
117,"Sonya Carlson","NH_T","Clement Pond WL#2",31,"NH","Clement Pond WL#2",2014,8,26,NA,"","WL2","Integrated",3,43.215482,-71.76939,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
118,"Sonya Carlson","NH_T","Clement Pond WL#3",31,"NH","Clement Pond WL#3",2014,8,26,NA,"","WL3","Integrated",3,43.220439,-71.767008,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
119,"Sonya Carlson","NH_T","SEBBEDB",32,"NH","SEBBINS POND-BACK PD INLET",2014,8,27,NA,"Cloudy, calm, hot","WL2","Integrated",3,42.928583,-71.4805,NA,NA,"TRUE","TRUE","Chlorophyll",1.7,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
120,"Sonya Carlson","NH_T","SEBBEDD",32,"NH","SEBBINS POND-DEEP SPOT",2014,8,27,NA,"Cloudy, calm, hot","WL1","Integrated",3,42.928083,-71.478278,NA,NA,"TRUE","TRUE","Chlorophyll",0.32,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
121,"Sonya Carlson","NH_T","SEBBEDO",32,"NH","SEBBINS POND-OUTLET",2014,8,27,NA,"Cloudy, calm, hot","SS1","Integrated",1,42.925583,-71.478083,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
122,"Sonya Carlson","NH_T","SEBBED2",32,"NH","SEBBINS POND-SITE 2",2014,8,27,NA,"Cloudy, calm, hot","SS2","Integrated",1,42.928328,-71.476917,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
123,"Sonya Carlson","NH_T","Sebbins Pond WL#3",32,"NH","Sebbins Pond WL#3",2014,8,27,NA,"Cloudy, calm, hot","WL3","Integrated",3,NA,NA,NA,NA,"TRUE","TRUE","Chlorophyll",0.23,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
124,"Sonya Carlson","NH_T","GRASTDD",33,"NH","GRANITE LAKE-DEEP SPOT",2014,9,7,NA,"Clear, breezy, warm","WL1","Integrated",3,43.020972,-72.141361,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
125,"Sonya Carlson","NH_T","Granite Lake WL#2",33,"NH","Granite Lake WL#2",2014,9,7,NA,"Clear, breezy, warm","WL2","Integrated",3,43.02371,-72.144856,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
126,"Sonya Carlson","NH_T","Granite Lake WL#3",33,"NH","Granite Lake WL#3",2014,9,7,NA,"Clear, breezy, warm","WL3","Integrated",3,43.023977,-72.135286,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
127,"Sonya Carlson","NH_T","Lake Kanesatka- Beach",34,"NH","",2014,9,8,NA,"Clear, calm, warm","Other","Grab",0,43.727584,-71.45834,NA,NA,"TRUE","TRUE","Chlorophyll",0.01,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
128,"Sonya Carlson","NH_T","Lake Kanesatka- Dock",34,"NH","",2014,9,8,NA,"Clear, calm, warm","Other","Grab",0,43.727553,-71.458361,NA,NA,"TRUE","TRUE","Chlorophyll",0,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
129,"Sonya Carlson","NH_T","NUBNELD",35,"NH","NUBANUSIT LAKE-DEEP SPOT",2014,9,10,NA,"Cloudy, calm, cool","WL1","Integrated",3,42.986258,-72.057692,NA,NA,"TRUE","TRUE","Chlorophyll",0.13,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
130,"Sonya Carlson","NH_T","NUBNELH",35,"NH","NUBANUSIT LAKE-HANCOCK LANDING",2014,9,10,NA,"Cloudy, calm, cool","SS1","Integrated",1,42.996,-72.0467,NA,NA,"TRUE","TRUE","Chlorophyll",0.13,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
131,"Sonya Carlson","NH_T","NUBNELO",35,"NH","NUBANUSIT LAKE-OUTLET IN STREAM",2014,9,10,NA,"Cloudy, calm, cool","SS2","Integrated",1,42.973889,-72.086,NA,NA,"TRUE","TRUE","Chlorophyll",0.16,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
132,"Sonya Carlson","NH_T","HUNSAND",36,"NH","HUNKINS POND-DEEP SPOT",2014,9,12,NA,"Clear, windy, cool","WL1","Integrated",3,43.504194,-71.5595,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
133,"Sonya Carlson","NH_T","HUNSANN",36,"NH","HUNKINS POND-NORTH END",2014,9,12,NA,"Clear, windy, cool","SS1","Integrated",1,43.504181,-71.561542,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
134,"Sonya Carlson","NH_T","SHOSDN-GEN",37,"NH","SHOWELL POND-GENERIC",2014,9,25,NA,"Overcast, calm, cool","Other","Grab",0,42.908,-71.176194,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
135,"Sonya Carlson","NH_T","TOWCND-GEN",38,"NH","TOWER HILL POND-GENERIC",2014,9,29,NA,"","Other","Grab",0,43.04,-71.371778,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
136,"Sonya Carlson","NH_T","BCHLEGFRKLF",39,"NH","WEBSTER LAKE LAGACE TB-LEFT",2014,9,30,NA,"Overcast, cool, breezy","Other","Grab",0,43.458833,-71.679558,NA,NA,"TRUE","TRUE","Chlorophyll",0.5,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
137,"Sonya Carlson","NH_T","SUNSUN1D",1,"NH","SUNAPEE LAKE-200 STN 1 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL1","Integrated",3,43.406083,-72.0426,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
138,"Sonya Carlson","NH_T","SUNSUN2D",1,"NH","SUNAPEE LAKE-210 STN 2 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL2","Integrated",3,43.3836,-72.0627,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
139,"Sonya Carlson","NH_T","SUNSUN220D",1,"NH","SUNAPEE LAKE-220 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL3","Integrated",3,43.361911,-72.055997,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
140,"Sonya Carlson","NH_T","SUNSUN3D",1,"NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,9,15,NA,"partly cloudy, cool, breezy","WL4","Integrated",3,43.342778,-72.0494,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
